Name,Proba_pefile,Cost_pefile,Proba_byte3g,Cost_byte3g,Proba_opcode2g,Cost_opcode2g,Proba_cuckoo,Cost_cuckoo,Label
2fb96bb0c4d4d72aef04c99cf1c5ab5ca809cdf4ee3d32a29bf16be40d42117b,0,0.101018,0,0.100791,0.02,0.905186,-2,0,0
2fbbec4cacb5161f68d7c2935852a5888945ca0f107cf8a1c01f4528ce407de3,1,0.202153,0.2,0.201391,0.08,2.915887,-2,0,0
2fbeabe6f604c1d2cc95650f7134ebd6df4aaee02808cdcc28302767a349e1ec,0,0.504108,0.166666667,0.50366,0.06,9.248359,-2,0,0
2fbfea9ace3e80cdda1e4c496742a1bbc5048f0a109a9c6228b15a77b4b39b0b,1,0.100632,1,0.807279,1,9.859277,0.999999967,37,1
2fc1fe9e5de011de52878597983cf07acf3f7fa7280b2e371fad62997fe84916,0,0.100904,0.033333333,0.100798,0,0.301794,-2,0,0
2fc2edf0c3f4b9a1954e72869f8edaf86005eea1020f0ee082f9ab9f8c604d66,1,0.906478,0.633333333,0.60384,0.48,13.070911,0.000327653,656,0
2fc74780f78d42b13a836cb31ada173464b5e455b6014198e5bcb763ecaa41d9,0,0.201639,0.033333333,0.100892,0.03,1.005842,-2,0,0
2fc8ac3f10695d64320cbd8c59dea892c313b4de91450809a4cbf2c48fc930d5,1,0.904875,0.633333333,3.423673,1,24.239981,-2,0,1
2fc8b76ee38993bc79c2bfac0b052ead7a42ec603587de3925461ab9c4afbd86,1,0.100625,0.966666667,0.504793,0.88,4.932543,0.999999799,22,1
2fc93d8b349612bf431f11cf2eaf53de00105b88a1360c90a7cdae3f7459db74,0,0.100904,0,0.100766,0,0.703941,-2,0,0
2fc9fcb0fe52d8a29d5be01001ee682badc4c2b690356942d036aa76b37cb373,1,0.201113,1,2.316766,1,4.023758,1,28,1
2fcd51e705e9c091e4f23ab61960dfc99883b7c7158008c2f77be22d0b97f853,1,2.515609,0.366666667,1.609409,0.31,49.262434,-2,0,0
2fd17801637ce9e2e34d60d9e4f2799a66bac7d6b969a2ac294887a02d530f1e,1,0.100616,1,1.811151,1,1.307997,-2,0,1
2fd6c4744229784242c5ad80a9d63cc29eb884faf7a3e2c3d70108c61c72a652,0,1.106829,0.233333333,1.006861,0.21,21.416645,-2,0,0
2fd77d5aca16e0699552ff1467bce664c36b17de7618f5c352846c637e21947e,0,0.201336,0.033333333,0.201475,0.12,3.31831,-2,0,0
2fd85d3ef8b44e92510397c8031dbc20f4a7cad997809bd9b4d062acc442b69a,1,0.402416,1,3.221213,1,41.866138,0.999999916,200,1
2fdcc75ccc767d66dfdd55049e2a80b468b811f6a1d02f888dacf9566c87c8d5,0,0.603977,0,9.154575,0,11.964603,7.65E-07,233,0
2fdce95e5ef42983f0adcb3cea70a110aad7f991a6278ffa74f6aecff211ce2a,1,0.201342,0.866666667,2.918342,1,6.738135,1,20,1
2fde50ddf4735f543cb24c404b0c9732cab63f743449834bfe372a751c847688,0,0.201304,0.133333333,0.100877,0.13,1.407747,-2,0,0
2fe86f9496408808276224b79283dc1e29d8bc4149c25219c335ac8fe04343e8,1,0.201177,0.966666667,0.403703,0.98,4.828847,1,159,1
2fea5dfb91f673a4f2b2fb24707fb194cecc6f9dcbe54d270157ef614cedc091,0,0.80521,0,4.729965,0,38.801015,3.55E-09,227,0
2feaaa4935382a751546762e38ef627fb41fd3f49d4bfc76385b6a8d0453962c,0,0.302022,0.166666667,0.201935,0.33,3.318311,-2,0,0
2feeb8f0c28f43b34b1988440a792aae56bf838f803c33d4d9a6e680d26abb67,1,0.100778,0.233333333,0.100952,0.61,0.503345,-2,0,0
2ff011e21b5e715d8f6e3cfc86d9ba94e8f9011318b76dcf52b928d75ffee838,1,0.100599,0.966666667,0.100701,0.83,0.805823,0.999999464,145,1
300252b02c3427729a936493f7a77cde3b4f85922a430c4492263bbd45c0a4cf,0,2.416364,0.4,18.720826,0.05,124.163789,3.83E-08,133,0
30040b96649bbd40c8291b706df755241cfe9b5993640f5b972eb914613d12ac,0,0.201407,0,0.100837,0.01,0.70483,-2,0,0
3004e1826d8ff8a342249d7d649c155cbb6739cc2f94a8277b3267b16ba34f78,1,0.201152,1,1.005115,0.99,1.409232,-2,0,1
300d4f360aaa2fb2448c2f0e364d86bb1dbe15f439d776821f84cc0ad34e3c4b,1,0.201147,0.9,2.213144,0.92,4.62773,1,201,1
300dafd801e1831cf3df3c2176c0e81b1919ee8eb596518702227e0e8976a6f5,1,0.201117,1,0.504072,0.95,13.988311,0.999999172,160,1
3014334fb928435b85282da2a2f50832a703e8be1005bb25fdbd8e1fda211ae9,1,0.402229,0.933333333,3.524998,1,28.093399,0.999999977,19,1
30154dfddfb10458191987b14f1003ce1e599d00e17d33bd47f620c85408981b,0,0.10078,0,0.100917,0.01,0.704065,-2,0,0
3015963e07efb2bdd2b5d20d57fd03032f9d401651b29507f33ca5596cdf21c5,1,0.30169,0.766666667,1.207656,0.74,7.04061,0.999960948,138,1
30175a7c19e8e7febba6f4dee26261d79ee8f41addbf634df8139ae62f085683,1,0.100953,1,0.10082,0.91,0.704014,-2,0,0
301c2d21719887eb70aa3d87a6bfe7beda0bdaa1762f3ec53c3f0c8149e51ff6,0,0.100772,0,0.201543,0.01,1.708846,-2,0,0
301c4d5dea8f1f1f6c513fa8120b3bc71902b85884b6ebc6b2d6c25c99c96480,1,0.100671,0.933333333,0.708978,0.92,4.439203,-2,0,1
301f6a97a7047a3fd56d502a2efd315da497f51285883410091059c73de74633,1,0.100677,0.866666667,0.805528,1,1.608749,-2,0,1
301f8f7a0eafdafe0286886efd65f985c4cb0c082e0e435e010d95d085634353,1,0.402125,0.866666667,1.712764,0.81,35.73257,0.999999545,163,1
30226f7394c2b6c4380d3bbd68750be85995dad22fb87614745008d16b0f1bed,1,0.100637,1,1.208732,1,3.129574,-2,0,1
30249b3088cf31ea7695d3789783bf9cd3f08a91aa90d15e23cd8be43a23cace,1,0.603376,0.933333333,0.906393,0.87,7.650793,-2,0,1
3024b0fc87c0e2fb02b95c6648f585555f2894a79d859652646f0420c0f0e05a,1,0.201204,1,0.503432,0.97,1.710413,-2,0,1
3027df855cd3207c99dbd2dc1d4534f728046202c16277c24c39855632089e76,0,0.100767,0,0.101036,0.16,1.709445,-2,0,0
302ff6b83a743ab501e32d4455479843ddab2402eb2a9e44261920e34b448950,0,0.100767,0.033333333,0.100804,0.18,0.301933,-2,0,0
3031aca251e448015df8754f25ee01a1e4e8d0b692052041ceebd2a6b942be22,1,0.905165,0.266666667,9.261148,0.3,80.907969,-2,0,0
30344aad49876d32a8b6fb6646404126a50602799e6083e216cc8af91b8357f4,1,0.100615,1,2.116547,1,3.831316,0.999998521,38,1
303755f04c5f5bd5fb1b7c6f7cf905bd26870cd9cde6f9349644adf533a7b993,0,0.100776,0.066666667,0.100953,0,1.107234,-2,0,0
303934daa8f9bf9697d32f02f20eedcb39189abf1fe23c707d0d84331829d808,1,0.201114,0.733333333,2.4155,0.47,4.32784,-2,0,1
3039c889b396b25c76544691edf24689cb3d97dd67a154568f4f1ae00ec5720b,1,0.402071,0.9,2.416012,0.91,5.129062,0.999999768,144,1
304127313c49a97def0c7e4f91f70b25b4c9d333d355cfe86ea5e473b6a540b7,0,0.100799,0,0.100783,0.02,0.402475,-2,0,0
30470ec3d24d4c795a945fa33f10f4feaef6571af7f5a38f79e4db5f226f0a10,0,0.201449,0.3,0.302012,0.15,4.324506,0.000249427,72,0
3047300e0d1f9eb04b68a7745641be4246ddd044e37f116959d2da03b4f92a23,1,0.201068,1,4.934373,1,8.750011,0.999999871,713,1
3047d5c22a245d1e4294fcd547ec5fb0f2e5ef030b764424acc74e7744fbe32e,0,0.201314,0.133333333,0.100794,0.28,1.206771,-2,0,0
304a2a3539b3ec711a304dc4cc5d4f465ed063157e349ebf338c8344696cff3c,0,0.90577,0.333333333,1.811483,0.04,37.601209,-2,0,0
304a64016141cbff79ded8b90285561e8cb26fd5145bc4fecc90b055ec122bab,0,0.201471,0,0.100893,0.19,1.910954,2.37E-06,78,0
304affcd9be8c1d07644ff53d45c1236d2c4a6b2ff4b7d7ded50e4a00a5144fc,0,4.52727,0.566666667,10.162902,0.473333333,423.05412,-2,0,0
304b72f17a3db10d5183fbbec4f6362dc76cf33b619dbaf39f153b3ea986f152,1,1.005767,1,2.113961,1,9.457385,-2,0,1
305183eca9642c4caaddeee47855087bfc396218048f6f2e454ff69339ba32a7,0,0.402141,0.766666667,1.412592,0.79,21.829681,0.999999992,147,1
3051c41d81d0bc18d71a6945a71ca75696ae3fc9725f43886af7da2f3273843d,1,0.100625,0.866666667,0.403487,0.95,3.520093,1,160,1
3052b2557ac10ccf7f9eef9fc6e92581c52b761cabf947d89ce4a058d4f30881,1,0.100635,1,0.101048,0.99,0.402485,-2,0,1
30533b74c852b4efcc00d356a9afd93a82aa17347052efb41c5717c5728b695d,1,0.905057,0.966666667,10.870952,0.53,96.308531,0.999987547,34,1
30548969fe8882d790a7dd4c40be8e6c3eba5fe005a3527b8b708976b478c9dc,0,0.201543,0.533333333,0.100764,0.39,1.508099,-2,0,0
3056ecb053e2d6f9f30533df75a7e6368c69c837541a39e48a7d63dfe534c09e,0,0.100901,0,0.100852,0,0.502783,-2,0,0
305865eb50aad5f38c3ff8a30ad8d2a2095752329b3ecee78ab428d25c1f120d,1,0.100606,1,1.208234,1,0.402659,1,136,1
305c5ae980ba57af82d9d2f4e6d2b116ddf58ee94c0f7819ab390a4d1994ab33,1,0.201214,0.766666667,2.413901,0.53,5.733118,0.999999755,31,1
305e7c6ba887d3b565aa9fb0b1ff148415e09aec16ff570380d4e55688cb0762,0,0.201319,0.1,0.100742,0.02,0.704502,-2,0,0
306467d280e99d0616e839278a4db5bed684f002ae284c3678cabb5251459cb3,0,0.804884,0.333333333,1.107118,0.11,20.511362,-2,0,0
30675ea0044dd6ed675d7ef2d50e80892c39566df7883e684a2ab3958a23e636,1,0.904824,1,6.637721,1,8.955259,0.99999976,146,1
306775971d44bb60817305f856a8ab215fc5443f0dfca06c54c120ad72327507,1,0.20112,1,6.134879,1,4.830199,-2,0,1
30693ac5adc738f79efd5d325ecba28648b0488325a1c4d3f6513d2b63c477a4,0,0.403006,0.133333333,0.503865,0.08,12.770728,-2,0,0
3070a54ca502a81bfdd674a7acf284f762621f003fd10add2ada6a613544b002,0,1.713021,0.166666667,9.056417,0.15,158.174672,-2,0,0
307eb1a1ad2ae2d5dfcbc06bb555069b1c513c179f7cb488dd28c3ecdca80e13,0,0.100807,0,0.201397,0.05,3.119362,-2,0,0
3080d52155aabbd5017fe51d062378bae10898e098a06ec2a8cdcdfa58fb7af6,0,0.100998,0,2.113756,0,1.106945,-2,0,0
308188042a513ca348d5acfd92aebd2f6700ece6801b94cd5ede1741a0fd7b1d,0,0.100954,0,1.810676,0.05,2.615833,-2,0,0
3083ae03c5b6d18d5112091e8785a76a2ef702090bd5c91a24a03ef39976dd57,0,0.100982,0,0.100818,0,0.70416,-2,0,0
308528e8371905068e183b2f5234adc0d5add8f8bf168fdbb96da71eb52ef8f1,1,0.10062,1,0.905868,1,5.43823,0.999999999,143,1
308b97761a8b59409eeba0ed4ce1c24f6b3c81801358296f19e607348c5aa8cb,0,0.101129,0,0.10081,0.06,0.503191,-2,0,0
308e8bb2e8a3b67607d2454370e0b50147b42049bda8130ee519e0de86b8a9ff,0,0.201627,0,0.100773,0.02,1.60889,-2,0,0
308f16668f7589fbd78c606c68d919b1506ef4d16b78a96a8588859ae9371fb2,1,0.907546,0.233333333,0.503284,0.27,12.574059,0.000463883,166,0
3093670597aa4eb84c8ae2f4ba2a24a9d81473802d53a73954e1cd4bf27fc6ea,1,0.100702,1,1.107422,1,1.106376,0.999998066,36,1
30936f6a722f8e6a2f9872346e7be769ae4580dc85ba9f0f611c2b003979ff25,1,0.201311,1,4.026431,1,22.437674,1,28,1
30937dfa56ad147ed4ab059bd5b10e78598d0e0207685b9f0aaa6fb86c57cc0b,0,0.100991,0.133333333,0.100784,0.04,0.603523,-2,0,0
30943fe713cb48ef4de7204941d2d7258903ffd2a78fc9e0757d7877e731f522,0,0.101001,0.066666667,0.101038,0.04,0.402681,-2,0,0
309d008271040d7402bbb06c086a8ad0119960d940a9dfa3e141f76ecdeb4d76,0,19.931031,0.266666667,180.213692,0.01,1974.24059,-2,0,0
30a1db7494a003ad20c14a4a90b56375e80e24cb2883d49a7760efd6306d3fb6,0,0.603812,0.066666667,0.704999,0.08,17.999837,-2,0,0
30a609c2d6a9914723ec5f9ce5331e8137fded8965b6227f5bd47227786caab6,0,0.20153,0.333333333,0.100735,0.44,1.307362,-2,0,0
30a9f4b373081ec946300db728050ff193afc1a4d2a62d6c98289383af52c28e,0,0.302402,0.2,0.201507,0.39,3.721536,9.01E-07,83,0
30aaa081428e423da4f746c98f1c6db950fa2aac5117f12ab98ef2af6f6a8b7e,0,6.54294,0.433333333,43.553319,0,596.629804,1.84E-07,92,0
30ac79611468fef08d7b304b42b98d70e81cb03a9e84c8dcb5c4821a5d7de8a2,0,0.301957,0.366666667,0.201498,0.15,2.813944,-2,0,0
30ac8294e9b8977ff322f83b1e8a2d29dccd9f6f8abd8e84b28bfbf2ceae8805,0,0.100762,0,0.100881,0.11,0.301827,3.23E-06,93,0
30ae722349c3a700ce31927de27e50463db60dd3a9980ee81e0839d5f5f89267,0,0.201364,0.1,0.201455,0.1,3.11763,-2,0,0
30af8bd8a6c73052365407e9a4db38f7628730f674552d953d99a49f7a96bfec,0,0.100794,0.266666667,0.100956,0.045715988,0.201388,1.41E-08,195,0
30b076cb8e414a668490fe3af983e9e3dd684c030b1ef95cca1a0fc822e65858,1,0.301722,0.7,5.83796,0.76,30.396016,-2,0,1
30b41116f7ba16c9f80618c6d7592b011ebf148bf4f9a449fde5c82900241f75,0,0.201339,0,0.604603,0.05,9.556273,1.55E-09,180,0
30b53f68d5b10798a57f1fffee3a94874d6ca6cf4f735c1ede8028e6538cc3d7,1,0.100631,1,0.403198,1,4.725763,0.999995437,147,1
30b7e6567d39a1cbee350b92cd2af3a941b8df19ad7a99061b930b42c0c995c3,0,0.302026,0,0.302451,0,5.529006,-2,0,0
30b805bc02cfc6b25306d5e557ec5e855a2ba379aeb96fd0781df7700019bd0f,0,0.201438,0,0.100769,0.06,1.408333,-2,0,0
30b98b5234e1ff164b499f4a94a9485c391fab50c91adb806964fdedcce14937,0,0.201139,0,1.208936,0.57,7.549574,-2,0,1
30ba14b339372a7cfb0cfbaacf9a0668ad7f4ba607bb5c49ddbae7a3b22b834b,0,0.100795,0,0.100767,0,0.603355,-2,0,0
30c3d6db38cd6ad70a7d8596410e45124a839ffb6b0cf1afb697453515ea3f69,0,0.201675,0.033333333,0.201397,0.05,2.514079,-2,0,0
30c491c98f1fbee7e8a40d03687ec74b0e8c5eb1139f92c551ab4570ac33b1e5,0,0.100791,0.066666667,0.100795,0.03,0.804411,-2,0,0
30c4a001f586cf41ebc22f6a7cd3ffa061231dbb24a6e68e09cce5f27e4c0acb,0,0.704663,0.033333333,8.952514,0,60.451721,3.87E-06,204,0
30c61e33d07f553b673df4a5a2f7242d51d6d61b5a63b6924f0bd1dc042e8830,0,17.604094,0.033333333,103.143161,0,1656.816551,8.18E-05,213,0
30c63310f2ed732940cbe4547a4414621f8a0bc4bda39eb291f574b8e49a4b79,0,0.100763,0.166666667,0.100902,0.045715988,0.402844,7.07E-08,185,0
30c71c4bbcd0468aab30b0a0ec5d46c83c31cd972a28bcb66eab42434ba3979d,1,0.100651,1,0.301923,0.92,0.70464,1,202,1
30ca32b0ce8982f0440ae6b4174c395376e5c501efdbeee4182b9b53ece3ab95,1,0.100625,1,0.201805,1,1.710152,0.999999988,135,1
30cc3110ccc9548047e1914b839ea80e69b91466bbe22cfe0c950a60caec2c71,0,0.502652,0.266666667,6.850935,0.62,36.527671,-2,0,1
30cc84f6c855d0f1639325ae46165943fa888d494975afd1862c11dd166458ed,1,0.301662,0.8,0.806031,0.96,7.95558,0.999999056,145,1
30cd8894366f36c26576c3061f32b2ff9fa8c310d0efd9f21c5cb3a665b0af62,0,0.704629,0.033333333,10.878017,0,69.674214,9.56E-07,93,0
30ce321448f1946239caaf836aeafc702b2e3fc6029c281f8d73055b7ea9ea97,0,0.100631,0.566666667,1.107862,0.36,5.136203,0.999999649,144,1
30d078a8a72674e70d9b6c73c41491006386dfe279c679003d6b64dcff386786,1,0.100652,1,0.302086,1,3.219115,1,23,1
30d0e32c585f96ac0864b131be622fb829309a69e9831740e4c9e6fb6406a52f,0,0.201466,0.166666667,0.302191,0,5.730391,-2,0,0
30d2217bad4b3bfdadf957cfbbc9731bee2a6a0a6bef209b85a2988ca9b7fbe7,0,0.201489,0,0.603829,0.01,5.33211,6.05E-07,92,0
30d6352084a524afc6991aa0f7b8eaf258ed8f0a33b0dfaf79ed477636570a9f,0,0.905559,0.033333333,7.245008,0.01,43.234886,7.27E-09,201,0
30d8fd8556d28bead74053d99fdb1566f3e7f8d138476e1286ed7583d9ff819a,1,0.201389,0.166666667,0.100882,0.22,1.106176,-2,0,0
30d9ec62e0c9313d9fa6587fc1556b224134d6ce50124ce4daf5eea0a093213c,1,0.100603,0.933333333,0.907594,0.91,4.33221,0.999999988,160,1
30daaf7ea73aa8190094e2807745d1315c4a61fee1fcf448fdd4542acba2c483,0,0.10132,0.033333333,0.100772,0.11,1.106798,3.63E-06,182,0
30e125a33f0043d7174c9cdf958a4b6be6eeed289156c47a95cd94d8a89afc31,0,0.402549,0.766666667,3.221497,0.35,27.764436,3.93E-07,144,0
30e14e158dd76ec712ccc6b5fd1e58ddeaa653e682e968da0229be13bed2bc27,0,0.603793,0.133333333,0.503706,0.03,12.071429,1.69E-06,156,0
30e261a96db2fd1815f2ece6d4b7749031c8dc02897669e618abd7d8657666d6,0,0.201316,0.3,0.201649,0.09,2.314622,-2,0,0
30e35d32109f558d761cdb7b938f093676a5a745871daabebf1fb5de90a04ea6,0,0.100875,0,0.100811,0.03,0.603626,2.10E-05,36,0
30eb25f428c8982112cf13166f60698916b5610c54d68e52be7e1c396401441f,0,3.825786,0.166666667,29.280412,0,344.675295,3.07E-07,166,0
30edf7c6639c63a5f90c6d9addf2e8447c00dc1cf2fdb3da112c7e4cba1e45a2,1,0.201176,1,3.318233,0.95,5.939167,0.999999996,140,1
30ef40e1b634a699e66a2d03cc984899b32b6cf06a21c636fec763f02cdc47e6,1,0.402111,0.7,4.028966,1,14.188362,-2,0,1
30f22015df3aadb3d18a5ac1b225ccc074a3d41fba3335f3cc32020fc0257d39,1,0.201252,0.966666667,1.108315,0.98,5.33583,0.999999999,31,1
30f871ff8619e9741d2b024bfd3d76e29b35ff39221cb3a435f09cb55c5cc3a1,1,0.201202,1,0.402616,1,5.739638,0.999999998,31,1
30f9118a5d4ca6c2d70964b5599458d2bcfd2ff06ff7c4df35e60678e94a21c9,1,0.100609,0.966666667,0.604973,0.85,3.620431,-2,0,1
30f9d677e81dd561ebe084ad3d0c71f20711dfb99584af68e2b4ee2c495cbf9b,0,0.201405,0,0.10092,0.12,0.703915,-2,0,0
30fd7f9a1f7337a0ed6b41e0efc7fecf6e1c2d0554a4f9b05247fbb9be1c55ca,1,0.703862,1,1.310708,1,11.57606,0.999999723,47,1
30ffb133e70d694be6968e86e999c797ee7349dcc4e9acfb338412c039374388,0,0.905595,0.633333333,0.905941,0.36,30.27607,-2,0,0
3101319624ed33a22f7eed6de3b0f21e4172497c6abf12cf1d28660972285023,1,0.100671,0.966666667,0.605388,0.72,3.620469,-2,0,1
31023a4559de9a27bf14417e2632e81aa34aa696b472e8bae493fee51c32f026,0,1.408974,0.066666667,10.46682,0.62,117.977415,4.41E-07,147,0
3103b6e8abe674dc3235f205967f961bb24d2b3167e14be6f545fb7612b7c89c,0,0.101094,0.033333333,0.100946,0.01,1.307595,-2,0,0
310af576b173d05b66f2342f2b172221490c52c46d43f0db73b017bf8a130b2f,0,0.100635,0.633333333,0.302116,0.69,2.113746,-2,0,1
310da1d2c81790e04b8766d8b880feba22c801c29175b98c6322c4f97b933d4d,1,0.402337,0.766666667,6.644316,0.97,44.28156,-2,0,1
310f0cfcc9acbd47021ff0f8d16669fc913c2638d346a76c9d71b0ef563e7159,1,0.100602,1,2.213953,1,12.071725,-2,0,1
31117fefae35eb9068520d24a6ec1c10c058848e5784859cfa5891e2caed4d27,1,0.100656,0.366666667,1.710131,0.65,4.024463,0.593094044,157,1
3112f5172e23c6f56865ee664348f6c6d35d40bc571331911634d550a5aaed48,1,0.201249,1,3.220988,0.9,12.778541,-2,0,1
311c1e41f79a954c89cb1d2d8fef21212ce46ca36d5741d32ca6d1fa375e9c3f,1,0.100654,1,0.202807,0.89,2.515537,1,141,1
31262b9dd9fbe16467736bccecee49ade018810319b91355c7b9e2bceec51b96,1,0.201221,1,1.411082,1,12.37368,-2,0,1
3126c6d7c5dfd614d84830142dc45d7031ccf9bf7d14199636d1f5c53a11106a,0,0.100629,0.133333333,0.201513,0.81,2.113091,0.000123064,38,1
3126d14b0699a35eb487e648e38326c303873b40ed7317e8c2cbf43b0ae9b8df,0,0.403007,0.166666667,5.02926,0.13,4.324911,-2,0,0
3127442b75840830288db93385883e6b4a9348df8df6ce2d97bb943ff98ed2ff,1,0.100661,0.9,0.201532,0.85,0.805791,-2,0,1
312a79acb2829ad6d820e2e1872d3e8eba3d91a9da3d622e68d43d77733f7111,1,0.100627,0.9,0.101765,0.94,0.711068,0.999955041,38,1
312d92c2f82bceb71d1cf5c7aed3d8dfba8a4b447a75188003dd41b64bc357c9,1,0.100632,1,0.705555,1,5.743337,0.999999999,173,1
312de002a6c16fecec203116d9318372d31ef53a1484846c7b3edf311d034ffd,0,0.201721,0,0.503373,0,4.624688,1.96E-20,146,0
312e41cd5a9489eb730bc2fd2779780acfe06e386668845b57d8ab7719a258fb,1,0.100695,1,0.403052,0.91,1.609844,0.999999983,49,1
312f4107ff37dc988d99c5f56178708bb74a3906740cff4e337c0dde8f1e151d,0,0.302183,0.1,0.20146,0.13,3.621117,-2,0,0
312f9af98a9773fac98d679f72f2856e6bcd5512ea2a4727d4031f8b4c83c1a5,0,0.100956,0,0.100788,0,0.603808,-2,0,0
3132b8c71906e40ff74b143fe6e94a4ed702b45e9a2f986f45d19949c2d2ec47,1,0.100661,1,0.201746,0.98,2.31979,-2,0,1
31358e1c0eb00ff3842ba3477d8818305c0afe1ece6bc4b9e25a40d07e6b7726,0,0.704667,0.5,0.604062,0.12,9.253596,-2,0,0
31368d980d418dbfd72d4e3331614bdc8ba215159a42b437349e239280c9a91d,0,0.30209,0.066666667,0.100743,0.02,1.307407,-2,0,0
31373799f45de84ceb02e7b0893d75c459cb3dd292dfae81013948be1e33ef55,0,0.201378,0.066666667,0.201725,0.05,2.514065,-2,0,0
313934bec998d9e8120edce1ba3897764cda9956060a648886f19a5aba1ae981,1,0.10081,1,0.50519,1,6.940666,1,160,1
3139a26c4635d3e8678e297e924a064efdf4a4773d1a8ec925da007df935d463,0,0.20149,0.066666667,0.201348,0.13,2.414797,-2,0,0
313c3fd68437cbe47beba2adcd1134e6e7417f43c05970ae99e06237b654d57a,1,0.100888,0.333333333,0.100767,0.22,1.106649,2.15E-06,159,0
313e9b08704a8494afa388b2689c95faaab60275ecf4ee74841971f67ea1bcdd,1,0.402891,0.3,0.302139,0.14,4.32549,0.994167506,1444,0
3140fe80bfce7fb676f8635142964e9b85a1673ebe13081a46d67872f25fd162,1,0.201193,1,4.023915,1,10.662674,1,22,1
31425107556e537b4335f666d9592c7064bf2be2f255f0d2f0855fde1168d088,0,0.20143,0.233333333,0.100821,0.1,1.307896,-2,0,0
3142ea157d71238a2157a8f7938f25442d729213783478ebcd353abd16e5f709,1,0.603054,0.866666667,5.939287,0.94,42.34887,-2,0,1
3145133911f72e4154a2dc565d0394da9fb2c07b67461e3e1a741b71e9677982,0,0.100779,0.033333333,0.101016,0,1.006092,-2,0,0
3146566b367c4bb9437889a99292f02b4d65d6f10baa8e6a27f961c23db4645b,1,0.100652,1,0.605016,1,1.813495,0.999999933,156,1
314fe365ae61bbe73cdf92f5b52f3c96fe3f047ca95705d770bd15ec00b63b01,0,0.100977,0.133333333,0.10077,0.05,1.005509,-2,0,0
31547cf1c95d447ebfceaf0b5cb0a15b9da559ca13672b4088b6a01161a3020d,1,0.201155,1,3.522878,1,24.042801,-2,0,1
31558016ea819008d0363b8246dab43811309b37c2044e30eb05352376050690,1,0.100687,1,1.107328,0.84,1.005844,0.999992347,20,1
315ea852a3f3df751d64a6fa35486e2903742f4d292375df45072ac642ed28b1,0,0.201439,0.233333333,2.820911,0.19,9.855874,1.36E-06,151,0
3160482dae25a1399da6fbf92f724a9191e26be9d4dc4922a7049b18719c0f76,1,0.100611,1,0.101092,1,0.30225,-2,0,1
31606b7184ed7afd283d150e52b976cec337e808bc3c54ab6dbfb8b533cf6dbd,1,0.803899,1,25.456668,1,96.589096,0.999999999,164,1
316095d1a5996471ca2a51491d20b2b0a8ca7ed275346e7600c696d10f291728,1,0.201163,1,0.303277,1,1.508577,0.999999999,45,1
3166eeb65f0479f659728e9e09c998aab16442811c94487f564ea884283e7399,0,0.100788,0,0.100918,0,0.9057,-2,0,0
31672ed19e4d0097263833ff3d8a340aa466836cdad23690d15abc946976bc29,0,0.100895,0.033333333,0.100774,0.03,0.302083,4.76E-09,34,0
3167507b2de7ccd5325364093726515923254eebf262e8f4ef0b66f7e4b12f8b,1,0.100619,1,7.748161,1,5.433329,1,139,1
316752f4ee98e1040364b336f73f8d2342953c04c9b16b4bfbf3135db48b359d,0,0.10063,0.766666667,7.747783,0.88,5.128268,0.999999996,33,1
31682deae3135335805c4974436132a8b5ec9f6847dfa6f3ec8508f2a054ad5a,1,0.100662,1,0.201717,1,0.302189,0.999807569,141,1
3168d3344be62f0df6e8e2087660f02590eae2c2e9e1ba78115f8db647f54ed4,1,0.100677,1,0.201275,1,0.302014,0.999999784,149,1
316b3a1c2dd38b812da1614eee9db9c6293c6bcf5ac535e314dcf0fac58a252e,1,0.301646,1,9.758941,1,10.460994,0.999998969,29,1
317bb04bc9d700da2b05b8691ef5c90eba85f24c8ddd32ad51db2f10471ac307,1,0.804537,0.433333333,15.615779,0.99,98.38752,1,153,1
317d6bf91d48eb6bc7222064d89eb276dd6502a5c2f31906b4ced06f91cd3dbd,1,0.201086,1,2.115135,1,14.283053,0.999999994,156,1
317eb72841402aec876b5d105b8fe191989fbaa6d8f3ecf1e1abd43e2daa43bc,0,0.402213,0.1,3.125175,0.18,20.429479,-2,0,1
31828fa863521725854ca719a8640ae5b74abe2ad1223b5d7aa73e205bf3af35,1,0.100627,1,2.216412,1,3.622296,1,42,1
318393a2879c19da03a85c369a9176d84c731445a9aae06ff99796feaea7a9b1,1,0.201152,0.833333333,0.707067,0.64,9.15624,0.999999961,44,1
318546e5a658a42a9bd94206cf5254284901146e658f3a23b7a0412e07146a52,0,0.100764,0,0.201255,0.06,2.614769,5.76E-08,164,0
3186ed0db47842098e51c93dcf250870dade7bd6e7784a6b9aece051348f83a8,1,1.709058,0.833333333,10.774366,0.47,134.018299,0.999990248,172,1
3187f1d2c0ea2cc2c692259c93cfd70d4bfe65cc0116bc836a637c7549c4c82e,1,0.90439,0.966666667,12.978337,0.96,106.151517,0.999882076,166,1
318877310370d55de239bfb1ed589e0d20cea0c81b236c439cd4bcd13a9b4fdc,1,0.703761,0.7,12.278041,0.91,31.991366,-2,0,1
3189b722023d0166d9e49a8b8d02369217bbecc04507c8627887ca6d11ce1426,1,0.402224,0.766666667,4.62781,0.9,16.903613,0.999736845,146,1
318a5b6f61ac903aaa7a67a67d276b577146ceb9c6ec054c32f4a881a85b6d2a,1,0.402191,1,7.248414,1,34.109878,0.999999989,151,1
